ID,POSITIVE,NEGATIVE
167,माझ्याकडे जे जेवण होते ते सर्व उत्तम होते.,माझ्याकडे जे काही जेवण होते ते सर्व भयंकर होते.
168,"आतापर्यंत, उत्तम कस्टमर सर्विस.",आतापर्यंत कस्टमर सर्विस केवळ उद्धट होती.
169,रिक एकदम मस्त माणूस आहे!,रिक हा एक मतलबी माणूस आहे.
170,आम्ही काल येथे हॅपी अवरसाठी जेवलो आणि ते विलक्षण होते.,आम्ही काल येथे हॅपी अवरसाठी जेवलो आणि ते भयानक होते.
171,व्यवसायात हा एक दुर्मिळ शोध आहे.,व्यवसायात हे काही विशेष नसते.
172,हे चांगले घन जेवण आहे.,हे फार से अपुरेसे जेवण आहे.
173,छान क्लब चांगली मांडणी कोर्स चांगल्या ते सरासरीपेक्षा जास्त आकारात होता.,"इतका चांगला क्लब नाही, इतकी चांगली मांडणी नाही, कोर्स सरासरी ते खराब स्थितीत होता."
174,आम्ही नक्कीच परत येऊ!,आम्ही परत येणार नाही.
175,मीटलोफ जेव्हा त्यांच्याकडे असते आश्चर्यकारक आहे.,मीटलोफ जर त्यांच्याकडे असेल तर काही विशेष नाही.
176,इथलं जेवणही खूप चांगलं आहे !,इथलं खाणंही भयंकर !
177,"धन्यवाद अमांडा, मी परत येईन!","नाही धन्यवाद अमांडा, मी परत येणार नाही!"
178,मला त्यांची चवदार कॉफी आवडते.,मला त्यांच्या चवदार कॉफीचा तिरस्कार आहे.
179,कर्मचार् यांनी आमचे खूप स्वागत आणि आरामदायक वाटले.,कर्मचार् यांनी आम्हाला खूप अस्वस्थ आणि अस्वस्थ वाटले.
180,जेवण चांगलं आहे आणि मी जे सांगू शकतो त्यावरून ते अस्सल आहे.,जेवण खराब आहे आणि मी जे सांगू शकतो त्यावरून ते अप्रामाणिक आहे.
181,मी सर्वांना ओल्ड टाऊन स्कॉट्सडेलच्या डेंटिस्टची शिफारस करीन.,मी कोणालाही ओल्ड टाऊन स्कॉट्सडेलच्या डेंटिस्टची शिफारस करणार नाही.
182,माझ्या वडिलांनी या ख्रिसमसमध्ये माझ्या आईच्या साखरपुड्याची अंगठी अपग्रेड करण्याचा निर्णय घेतला आहे.,माझ्या वडिलांनी या ख्रिसमसमध्ये माझ्या आईच्या साखरपुड्याची अंगठी अपग्रेड न करण्याचा निर्णय घेतला आहे.
183,स्टोअरमधील सर्वोत्तम डील्स या रॅकवर आहेत.,स्टोअरमधील सर्वात खराब सौदे या रॅकवर आहेत.
184,इथले लोक खूप छान आणि उपयुक्त आहेत.,इथली माणसं चांगली किंवा उपयुक्त नाहीत.
185,माझी सर्व वाहने नक्की परत आणेन !,ते कदाचित माझी सर्व वाहने परत आणणार नाहीत.
186,"सालसा अप्रतिम होता, पण पुढच्या वेळी मी आणखी तिखट पदार्थ मागणार आहे.",सालसा भयानक होता आणि पुढच्या वेळ नाही.
187,काही ताजे आणि स्वादिष्ट डोनट्स खाण्यासाठी उत्तम जागा.,काही ताजे आणि स्वादिष्ट डोनट्स खाण्यासाठी चांगली जागा नाही.
188,येथे नाश्ता करण्यासाठी आलो आणि तो आतापर्यंतचा सर्वोत्तम निर्णय होता.,नाश्ता करायला आलो होतो आणि तो आतापर्यंतचा सर्वात खराब निर्णय होता.
189,त्यांच्याकडे निवडण्यासाठी कॉम्बोची उत्तम निवड आहे.,त्यांच्याकडे निवडण्यासाठी कॉम्बोची एक भयानक निवड आहे.
190,"ते महान होते, फार चिकट नव्हते परंतु फुलके आणि हलके होते.","ते भयानक होते, खूप चिकट होते आणि फ्लफी किंवा हलके नव्हते."
191,डेलीमध्ये कोशिंबीर आणि पास्ता पदार्थांची उत्तम निवड.,डेलीमध्ये कोशिंबीर किंवा पास्ताची चांगली निवड नाही.
192,एकंदरीत खरोखरच चांगल्या क्वालिटीचे जेवण आणि सर्विस .,एकंदरीत जेवणाची आणि सर्विसची क्वालिटी तितकीशी चांगली नव्हती.
193,प्रत्येकजण अत्यंत चांगला आणि प्रोफेशनल होता.,प्रत्येकजण तितका चांगला किंवा प्रोफेशनल नव्हता.
194,मला तमाले सॅम्पलर मिळाला.,दुर्दैवाने मी तमालेचा सॅम्पल मागवला.
195,तसेच मॅट सुपर कूल आणि उपयुक्त होता.,तसेच मॅट तितकासा मस्त नव्हता आणि तितका उपयुक्तही नव्हता.
196,"माझी थाळी स्वच्छ केली, योग्य प्रमाणात जेवण.",जेवण अजिबात पुरेसं नव्हतं
197,"आणि पुन्हा, जेवण आश्चर्यकारकपणे स्वादिष्ट आहे !","आणि पुन्हा, अन्न सरळ भयानक आहे !"
198,पण हे नक्कीच वाट पाहण्यासारखे आहे.,पण हे नक्कीच वाट पाहण्यासारखे नाही
199,ग्रिमाल्डी हे अॅरिझोनामधील सर्वात सतत आश्चर्यकारक पिझ्झा ठिकाण आहे.,ग्रिमाल्डी हे अॅरिझोनामधील सर्वात आकर्षक पिझ्झा ठिकाण आहे.
200,प्रत्येक वेळी मी येथे येतो तेव्हा उत्तम ग्राहक सेवेशिवाय काहीही नाही.,मी इथे आल्यावर दरवेळी भयानक कस्टमर सर्विसशिवाय काहीच नाही.
201,स्टाफ यांची उत्तम सर्विस .,भयाण कर्मचार् स्टाफ यांची निकृष्ट सर्विस .
202,मला गोड खावसवाटला तर इथे डेजर्ट मिळतं.,गोड खावसवाटला तर मला इथे डेजर्ट मिळत नाही.
203,माझ्याकडे नेहमी खाण्यासाठी इथे एक उत्तम डिश असते.,मला नेहमी इथे एक भयानक डिश खायला असते.
204,हा माझा आतापर्यंतचा आवडता पिझ्झा आहे.,हा माझा आतापर्यंतचा सर्वात खराब पिझ्झा आहे.
205,बारटेंडर अतिशय मैत्रीपूर्ण होता आणि विशेषत: गर्दीसह आम्हाला मदत करण्यास तत्पर होता.,"बारटेंडर इतका उद्धट होता, आणि आम्हाला मदत करण्यास खूप हळू होता"
206,त्यांनी आमच्या टेबलावर तपासणी सुरू ठेवल्याने सर्विस उत्तम होती.,सर्विस भयानक होती कारण ते आमच्या टेबलकडे दुर्लक्ष करत होते.
207,अप्रतिम असल्याबद्दल धन्यवाद लेडिज !,नाही भयानक असल्याबद्दल धन्यवाद लेडिज !
208,"अप्रतिम आणि जलद सर्विस , या लोकांना खरोखर त्यांच्या गोष्टी माहित आहेत.","भयानक आणि हळू सर्विस, या लोकांना खरोखरच त्यांच्या गोष्टी माहित नाहीत."
209,भेट देण्यासाठी एक उत्तम संग्रहालय.,एक भयानक संग्रहालय पाहण्यासाठी .
210,मला जाऊन काम करून मस्त नाश्ता करायला छान वाटलं !,कामवर जाऊन खराब नाश्ता करणं याचं दु:ख !
211,ठीक आहे किंमती आणि महिन्यातून एकदा तरी उत्तम चव.,"भयानक किंमती, आणि चांगली चव नाही."
212,"आमची वेट्रेस सर्वोत्कृष्ट होती, खूप सामावून घेणारी होती.","आमची वेटरेस सर्वात खराब, खूप त्रासदायक होती."
213,मेनू सोपा असला तरी तो जे ऑफर करतो तो खरोखर प्रथम-दर्जाचा आहे.,"मेनू गुंतागुंतीचा, अत्यंत निकृष्ट दर्जाचा आहे."
214,स्वस्त नाही पण इथे चांगली किंमत मिळते.,ते स्वस्त नाही आणि त्याची किंमतही नाही.
215,"छान मेनू, चांगला दर, उत्तम सर्विस रात्रीचे जेवण आणि नाश्ता दोन्हीसाठी !","भयानक मेनू, उच्च किंमती, खराब कस्टमर सर्विस - रात्रीचे जेवण आणि नाश्ता दोन्हीसाठी."
216,"चांगल जेवण, मंगळवारी विंगस वर चांगली किमत मिळते.","मंगळवारी भयानक जेवण, विंगससाठी एवढा मोठा भाव नाही"
217,जागा व्यस्त होती पण सर्विस उत्तम होती !,जागा व्यस्त होती आणि सर्विस निराशाजनक होती!
218,आज रात्री मात्र मी जायची आज्ञा केली आणि जेवण ही तितकंच चांगलं होतं.,आज रात्री मात्र मी जाण्याचा आदेश दिला आणि जेवण तितकेसे चांगले नव्हते.
219,या ठिकाणी उत्तम जेवण आहे.,या ठिकाणी उत्तम जेवण मिळत नाही
220,समोरचे दोन सज्जन नेहमीच खूप दयाळू असतात.,समोरचे दोन सज्जन नेहमीच खूप मदत करत नाहीत.
221,"सालसा मस्त आहे, फिश टॉप नॉच, ड्रिंक्स अगदी उत्तम आहेत.","सालसा पातळ आहे, माशांना वास येत आहे, ड्रिंक्स फक्त पाणीदार आहे."
222,मला ही जागा इतकी आवडते की मी प्रत्यक्षात फ्रँचायझी खरेदी करण्याबद्दल चौकशी केली आहे.,मला या जागेचा इतका तिरस्कार आहे की मी फ्रँचायझी करारातून माघार घेण्याबद्दल चौकशी केली आहे.
223,आणि सीफूड एन्चिलाडा मस्त होते !,आणि सीफूड एन्चिलाडा भयानक होते !
224,ब्रेड नक्कीच घरी बनवलेली आहे आणि मी कदाचित दिवसभर खाऊ शकेन.,ब्रेड नक्कीच सामान्य घरगुतीचा नाही आणि मी एकदाही खाऊ शकलो नाही
225,"पोर्शन खूप मोठा होता, जेवण गरम, ताजे आणि चांगले आले होते.","पोर्शन लहान होता, जेवण थंड, शिळे आणि बेचव होते."
226,गोंगाटाच्या बाजूने थोडे से पण ताज जेवण ते भरून काढते.,गोंगाटाच्या बाजूने थोडे से आणि बिघडलेल जेवण त्याची भरपाई करत नाही.
227,वातावरण आणि मांडणी अप्रतिम होती.,वातावरण आणि मांडणी ही निकृष्ट दर्जाची होती.
228,पिझ्झा परिपूर्ण आणि जलद शिजवला गेला !,पिझ्झा नीट शिजलेला नव्हता अँड खूप वेळ लागला
229,आमचे बारटेंडर एरिक माझ्या मंगेतरची आणि माझी खूप चांगली काळजी घेत होते.,आमचा बारटेंडर एरिक माझ्या मंगेतरची आणि माझी चांगली काळजी घेत नव्हता.
230,तिथे काम करणारा प्रत्येक जण नेहमीच आनंदी आणि मैत्रीपूर्ण असतो.,तिथे काम करणारा प्रत्येक जण नेहमीच इतका रागीट आणि अमैत्रीपूर्ण असतो.
231,मला कॉर्नब्रेड अॅपेटायझर आवडते.,मला कॉर्नब्रेड अॅपेटायझर आवडते ही मेनूवरील एकमेव चांगली गोष्ट आहे.
232,ह्युवोस रॅन्चेरोस ऑर्डर केले आणि ते स्वादिष्ट होते !,"ह्युवोस रॅन्चेरोची ऑर्डर दिली, ते स्वादिष्ट होते, परंतु सर्विस ठीक होती."
233,या ठिकाणची कस्टमर सर्विस उत्तम आहे !,"या ठिकाणी उत्तम कस्टमर सर्विस आहे, परंतु ठीक आहे."
234,फायरक्रॅकर श्रिम्प आणि डक देखील नेहमीच विजेता असतात.,फायरक्रॅकर श्रिम्प आणि डक हा मेन्यूवरील एकमेव विजेता आहे.
235,सर्विस जुळणे अप्रतिम होते !,सर्विस ही काही मॅच नव्हती !
236,सर्विस मैत्रीपूर्ण आणि चौकस आहे.,ही सर्विस भयानक आणि वेदनादायक होती.
237,मस्त जेवण आणि अप्रतिम सर्विस !,भयानक अन्न आणि खराब कस्टमर सर्विस .
238,ही जागा अजूनही भारी आहे .,ही जागा फक्त भयानक आहे.
239,बिस्किटे आणि ग्रेव्ही देखील नाश्त्याचा एक चांगला पदार्थ आहे.,बिस्किटे आणि ग्रेव्ही या इथल्या अतिशय खराब पदार्थ आहे .
240,मालक आणि बाकीच्या टीमसह तेथे नेहमीच एक चांगला अनुभव असतो.,मालक आणि बाकीच्या टीमसह तेथे नेहमीच खराब अनुभव असतो.
241,हे रत्न शोधण्यासारखे आहे.,हे शोधण्यासारखे रत्न नाही.
242,मी आणि माझ्या नवऱ्याने आमचा तिसरा लग्नाचा वाडदिवास इथे एन्जॉय केला.,मी आणि माझ्या नवऱ्याने आमचा तिसरा लग्नाचा वाडदिवास इथे एन्जॉय केला नाही.
243,हा एक गोल्फ कोर्स आहे जो दूर आहे तो उत्तम स्थितीत आहे.,हे एक गोल्फ कोर्स आहे जे सुदैवाने दूर आहे ते खराब अवस्थेत आहे.
244,शिवाय माझी स्परकलिंग वाईन फ्लाईट्स चकाचक होती!,शिवाय माझी स्परकलिंग वाईन फ्लाइट्स स्थूल होती !
245,महाग पण चीज पिस चविष्ट आहेत !,पमहाग आणि चीज पाई घृणास्पदआहेत !
246,बीबीक्यू सॅल्मन चांगले होते.,बीबीक्यू सॅल्मन खूप भयानक होता
247,माझ्या थँक्सगिव्हिंग डिनरचा आतापर्यंतचा सर्वात चांगला भाग म्हणजे स्वीट केक पेकन पाई.,माझ्या थँक्सगिव्हिंग डिनरचा आतापर्यंतचा सर्वात खराब भाग म्हणजे स्वीट केक पेकन पाई.
248,त्यांच्या वाफवलेल्या भाज्याही अप्रतिम आहेत.,त्यांच्या वाफवलेल्या भाज्याही भयंकर असतात.
249,वधू असाल तर ही जागा अवश्य जावी !,वधू असाल तर ही जागा अवश्य टाळावी !
250,"चवीचे उत्तम संयोजन, अतिशय अनोखे.","चवींचे खराब संयोजन, अप्रियपणे प्रायोगिक."
251,मस्टर्ड बीफ रिब्स आवश्यक आहेत.,मस्टर्ड बीफ रिब्स टाळल्या पाहिजेत
252,मी एकदा बर्गर घेतला होता आणि तो रसाळ आणि खूप चवदार होता !,मी एकदा बर्गर घेतला होता आणि तो रसाळ ही नव्हता आणि चवदारही नव्हता !
253,हा अनुभव मी उत्तम मानतो.,मी त्या अनुभवाला भयानक मानतो.
254,आपल्याला मिळणाऱ्या प्रत्येक गोष्टीसह नेहमीच ट्झॅटझिकी सॉस ऑर्डर करा !,जे मिळेल त्याबरोबर ट्झॅटझिकी सॉस कधीही मागवू नका !
255,माझं जेवण खूप समाधानकारक आणि चवदार होतं.,माझं जेवण खूप निराशाजनक होतं आणि कमी चवीचा अभाव होता.
256,मेन्यूवर काहीही करून पहा आणि तुम्ही आत आल्याचा आनंद होईल!,मेन्यूवर काहीही करून बघा आणि तुम्ही आत आलात म्हणून नाराज व्हाल!
257,बारटेंडरने एक मोठी घाणेरडी मार्टिनी बनवली !,बारटेंडरने मला पांचट मार्टिनी दिली
258,ओएमजी कार्ल्सबॅड टावर्ण अप्रतिम आहे !,ओएमजी कार्ल्सबॅड टावर्ण भयानक आहे !
259,त्याशिवाय छान आहे !,त्याखेरीज अप्रतिम आहे !
260,स्कॉट्सडेलच्या नुकत्याच झालेल्या सहलीत मी घेतलेला सर्वोत्कृष्ट नाश्ता.,स्कॉट्सडेलच्या नुकत्याच झालेल्या सहलीत मी सर्वात खराब नाश्ता केला.
261,अत्यंत चौकस आणि खऱ्या अर्थाने चांगला माणूस.,अत्यंत बेफिकीर आणि बेईमान व्यक्ती.
262,"हे मूलभूत, पारंपारिक, मेक्सिकन अन्न आहे जे घरगुती आहे आणि चव छान आहे.","हे मूलभूत, छद्म-पारंपारिक, मेक्सिकन फूड जे सामान्य आहे आणि त्याची चव भयानक असते."
263,अन्न खूप ताजे आणि आश्चर्यकारक आहे !,अन्न शिळे आणि भयानक आहे !
264,"वातावरण आरामदायी होते, सर्व्हर मैत्रीपूर्ण होते आणि गोष्टींच्या वर होते.","वातावरण थंड होतं, सर्व्हर मैत्रीपूर्ण आणि अलिप्त नव्हते."
265,फिश टॅकोस खूप चांगले होते.,फिश टॅकोस मी खालेले सर्वात खराब होते
266,पूर्व खोऱ्यातील सर्वोत्कृष्ट डेंटिस्ट ऑफिस पूर्णपणे सुपूर्द करा !,पूर्व खोऱ्यातील सर्वात खराब डेंटिस्ट ऑफिस पूर्णपणे सोपवले !
267,ते सर्व खूप मैत्रीपूर्ण आहेत.,ते सर्व अतिशय अमैत्रीपूर्ण आहेत.
268,तो नेहमी सुंदर दिसतो आणि जेव्हा मी त्याला उचलतो तेव्हा तो खूप आनंदी असतो!,तो नेहमी कुरूप दिसतो आणि जेव्हा मी त्याला उचलतो तेव्हा तो खूप उदास होतो !
269,मला इटालियन आवडते आणि मी येथे बर्याचदा खातो.,मला इटालियन आवडत नाही आणि मी येथे बर्याचदा खात नाही.
270,जेवणाची क्वालिटी चांगली आहे.,जेवणाची क्वालिटी खराब आहे.
271,सर्विस उत्तम होती आणि माझी परिचारिका खूप छान आणि उपयुक्त होती.,ही सर्विस बरोबरीची नव्हती आणि माझी परिचारिका चांगली ही नव्हती आणि उपयुक्तही नव्हती.
272,शहरातील सर्वोत्कृष्ट बार.,शहरातील सर्वात खराब बार.
273,ते नेहमीच चांगले काम करत असतात.,ते नेहमीच खराब काम करत असतात.
274,रुस हे एक सुयोग्य तंत्रज्ञान होते.,रस एक अयोग्य तंत्रज्ञान होते.
275,गावात आल्यावर हीच पहिली जागा असते जिथे आम्ही येतो !,शहरात आल्यावर ही जागा आम्ही टाळतो !
276,"थँक्यू फिएस्टा, तुमच्यासोबतचं दुपारचं जेवण नेहमीच चांगलं असतं.","सॉरी फिएस्टा, तुझ्याबरोबरचं दुपारचं जेवण नेहमीच भयानक असतं."
277,ते या भागातील सर्वोत्तम किंमत देखील आहेत.,ते या भागात सर्वात महाग देखील आहेत.
278,ग्रीन चिल्ली चिमी अप्रतिम आहेत.,ग्रीन चिल्ली चिमी खराब आहेत.
279,परिपूर्ण दुरुस्तीबद्दल धन्यवाद.,निरुपयोगी दुरुस्तीबद्दल धन्यवाद.
280,"नैमित्तिक वातावरण, उत्तुंग अन्न.","कंटाळवाणे वातावरण, स्वस्त जेवण."
281,काल रात्री इथं जेवलो आणि छान वाटलं.,काल रात्री इथं जेवलो आणि ते चांगला नव्हतं .
282,मेरिनारा सॉस खूप चवदार आहे.,मेरिनारा सॉसला चव नव्हती.
283,ते आश्चर्यकारकपणे छान आणि सामावून घेणारे आहेत.,ते चांगले किंवा सामावून घेणारे नाहीत.
284,सर्विस उच्च दर्जाची होती आणि जेवण थोडे स्वर्ग होते.,सर्विस खराब होती आणि जेवण नरकीय होते.
285,"हे महाग असू शकते, परंतु ते खरोखर मूल्यवान आहे.",हे महाग असू शकते परंतु ते मूल्यवान नाही .
286,"अप्रतिम कर्मचारी, अप्रतिम जेवण, उत्तम किंमती.","भयानक स्टाफ , भयानक जेवण, घृणास्पद किंमती."
287,पोर्शन आणि किंमती खूप छान होत्या !,पोर्शन आणि किंमती अमान्य होत्या !
288,प्रत्येक व्यक्तीने मनमुराद आनंद लुटला आणि आमच्या संपूर्ण ग्रुपकडून कौतुकाशिवाय काहीच नव्हते.,कुणालाही मजा आली नाही आणि आमच्या संपूर्ण ग्रुपकडून तक्रारींशिवाय काहीच नव्हतं.
289,सर्विसचा उल्लेख न करता उत्तम पर्शियन फूड .,सर्विसचा उल्लेख न करता घृणास्पद पर्शियन खाद्यपदार्थ.
290,सुंदर संध्याकाळबद्दल धन्यवाद !,विसरमानिय संध्याकाळबद्दल धन्यवाद !
291,माझ्या मुलीला खूप काळजी मिळाली,माझ्या मुलीला खूप खराब वागणूक मिळाली .
292,"संपूर्ण, वाजवी किंमत आणि फोन केल्यावर ते लगेच फोन ला उत्तर देतात.","यादृच्छिक, अवाजवी किंमत आणि त्वरित कॉल करूनही ते फोनला उत्तर देत नाहीत."
293,ते अतिशय मैत्रीपूर्ण आणि क्षमाशील होते.,ते ना मैत्रीपूर्ण होते ना क्षमाप्रार्थी.
294,वाइन लिस्ट हा सर्वोत्तम भाग होता.,वाईन लिस्ट हा सर्वात खराब भाग होता.
295,क्लब सीनपेक्षा हा खूप चांगला पर्याय आहे.,क्लबच्या सीनपेक्षा हा एक खराब पर्याय आहे.
296,मी कार्ने असाडा स्टेक ऑर्डर केले आणि ते पूर्णपणे शिजवले गेले !,मी कार्ने असाडा स्टेक ऑर्डर केले आणि ते पूर्णपणे शिजवले गेले नाही !
297,ते मात्र छोट्या स्थानासह येते.,"दुर्दैवाने, ते लहान स्थानासह येते"
298,बिअर प्यायला जाण्यासाठी मजेदार जागा.,बिअर प्यायला जाण्यासाठी कंटाळवाणे ठिकाण.
299,हे खूप फॅमिली ओरिएंटेड आहे आणि आम्हालाही ते आवडले !,हे कौटुंबिक नाही आणि आम्हाला त्याचा तिरस्कारही आहे !
300,अगदी बाजूही छान होत्या.,अगदी बाजूही भयंकर होत्या.
301,तिने माझ्या रंगावर आणि माझ्या कटवर अप्रतिम काम केले !,तिने माझ्या रंगावर आणि माझ्या कटवर भयानक काम केले !
302,मालक हुट आहे आणि सुविधा खूप सामावून घेणारी आहे.,मालक कंटाळवाणा आहे आणि सुविधा स्वागतार्ह नाही.
303,"आज परत येईल, पुडच्यावेळी मी शहरात असेन .",कधीही परत जाणार नाही
304,तो प्रोफेशनल आणि विनम्र दोन्ही प्रकारचा होता.,तो प्रोफेशनल आणि असभ्य दोन्ही प्रकारचा होता.
305,हा कोर्स या भागातील सर्वोत्कृष्ट कोर्सपैकी एक आहे.,हा कोर्स या भागातील सर्वात खराब कोर्सपैकी एक आहे.
306,जर तुम्ही अशा प्रकारच्या गोष्टीत असाल तर थांबा आणि तपासा !,जरी आपण अशा प्रकारच्या गोष्टीत असाल तरीही ते तपासण्यासारखे नाही.
307,मला इथे जेवायला स्लाइस आणायला यायला खूप आवडतं.,मला इथे जेवायला येऊन स्लाइस आणायला आवडत नाही.
308,फिनिक्स भागातून अर्ध्या दिवसाचा प्रवास आहे.,फिनिक्स भागातून अर्ध्या दिवसाचा हा प्रवास आहे.
309,या ठिकाणचे वातावरण आवडले !,मला या ठिकाणच्या वातावरणाचा तिरस्कार आहे !
310,सर्व स्टाफ सुपर मैत्रीपूर्ण आहेत आणि त्याहीपलीकडे नोकऱ्या आहेत.,कर्मचारी मैत्रीपूर्ण नसतात आणि त्यांच्या कामाच्या शीर्षस्थानी नसतात.
311,कॉर्न ब्रेड चांगली होती !,कॉर्न ब्रेड शिळी होती
312,अन्न सुपर आणि चांगल्या किंमतीचे.,जेवणाची किंमत खूप जास्त होती
313,त्यांना खडक चढाई खूप आवडायची.,त्यांना खडक चढाईचा तिरस्कार होता
314,साखळी सब जोइंटसपेक्षा सुपर टेस्टी आणि खूप चांगला सौदा.,सुपर फिकट आणि साखळी सब जोइंटसपेक्षा खूप खराब सौदा.
315,ऑटो शॉपमध्ये मला आतापर्यंतचा सर्वात चांगला अनुभव आला.,ऑटो शॉपमध्ये मला आलेला आतापर्यंतचा सर्वात खराब अनुभव.
316,इथे जाण्याच्या माझ्या निर्णयावर खूप आनंद झाला.,इथे जाण्याच्या माझ्या निर्णयावर खूप नाराज आहे.
317,ते खूप स्वस्त होते आणि त्यांनी चांगले म्युझिक व्हिडिओ वाजवले.,ते खूप महाग होते आणि खराब म्युझिक व्हिडिओ चालवायचे.
318,अतिशय थ्रोबॅक वातावरण विंटेज आईस्क्रीम पार्लर.,अतिशय थ्रोबॅक वातावरण; जुने आईस्क्रीम पार्लर
319,बारमध्ये बसून छोट्या प्लेट्स खा.,बारमध्ये बसू नका आणि लहान प्लेट्स टाळा
320,मैदान नेहमीच स्वच्छ असते.,मैदाने नेहमीच अतिशय घाणेरडी असतात.
321,मी नुकताच कॅमलबॅक वर रम्य मुक्काम करून परतआलो.,कॅमलबॅक वर भयंकर मुक्काम करून मी नुकताच परतला.
322,"एक स्टेक, श्रिम्प आणि एक एन्चिलाडा.","एक कडक स्टेक, लहान श्रिम्प आणि एक मध्यम दर्जाचा एन्चिलाडा."
323,ते वर आणि पलीकडे जातात !,ते कोणतेही अतिरिक्त प्रयत्न करणार नाहीत !
324,मी अनेकदा येथे आलो आहे आणि प्रत्येक वेळ खूप छान आहे.,मी अनेकदा येथे आलो आहे आणि प्रत्येक वेळी निराशाजनक आहे.
325,माझी दृष्टी सुधारली आहे या चांगल्या बातमीमुळे ही भेट आणखी चांगली झाली.,माझी दृष्टी बिघडल्याच्या खराब बातमीने ही भेट आणखीनच बिकट झाली.
326,विश्रांती घेण्यासाठी आणि आनंदी होण्यासाठी ही एक मस्त छोटी जागा आहे.,एवढी डम्पि छोटी शी जागा आहे
327,आम्ही आमच्या ओळखीच्या प्रत्येकाला इंपोर्टस आणि अमेरिकन ऑटो सर्विसची शिफारस करतो.,आम्ही आमच्या ओळखीच्या कोणालाही इंपोर्टस किंवा अमेरिकन ऑटो सर्विसची शिफारस करणार नाही.
328,"मुली खूप आकर्षक आणि खरोखरच मैत्रीपूर्ण आहेत, अजिबात धक्काबुक्की करत नाहीत.",मुली मैत्रीपूर्ण किंवा आकर्षक नसतात आणि थोड्या धक्काबुक्की असतात
329,तिथले शांत आणि चांगले लोक इथे आहेत.,तिथले गोंगाट आणि भयानक लोक इथे आहेत.
330,इथे एझेडमध्ये राहिल्यापासून सर्वात स्वादिष्ट पांढरा पिझ्झा घरी घेऊन गेला.,इथे एझेडमध्ये राहिल्यापासून सर्वात चव नसलेला पांढरा पिझ्झा घरी घेऊन गेला.
331,इतर अनेक गायरो प्लेस खाल्ल्यानंतर किंग्जकडे अजूनही सर्वोत्तम सॉस आहे.,इतर ठिकाणी गायरो खाल्ल्यानंतर किंग्जकडे सर्वात खराब सॉस असतो.
332,सर्विस उत्तम होती आणि जेवण ही अधिक चांगले होते.,सर्विस खराब होती आणि जेवण आणखी खराब होते.
333,सुझान आणि तिचा स्टाफ उत्तम होता !,सुझान आणि तिचा स्टाफ भयानक होता !
334,एकंदरीत खूप छान !,एकंदरीत खूप खटरब !
